word_a,word_b,ipa_a,ipa_b,distance
opinion,beacon,əpɪnjən,bikən,0.49999999999999994
opinion,apparel,əpɪnjən,əpærəl,0.49999999999999994
opinion,everyone,əpɪnjən,ɛvriwən,0.49999999999999994
opinion,madison,əpɪnjən,mædɪsən,0.49999999999999994
opinion,radius,əpɪnjən,reɪdiəs,0.49999999999999994
opinion,ivan,əpɪnjən,aɪvən,0.49999999999999994
opinion,summarized,əpɪnjən,səməraɪzd,0.49999999999999994
opinion,odin,əpɪnjən,oʊdən,0.49999999999999994
opinion,coveted,əpɪnjən,kəvətɪd,0.49999999999999994
opinion,irvine,əpɪnjən,ərvaɪn,0.49999999999999994
opinion,huǒ jiàn,əpɪnjən,xwɔtɕjɛn,0.59375
opinion,cán rěn,əpɪnjən,tsʰanʐən,0.59375
opinion,zuǒ bian,əpɪnjən,tswɔpjɛn,0.59375
opinion,zhà piàn,əpɪnjən,ʈʂapʰjɛn,0.59375
opinion,zhuān mén,əpɪnjən,ʈʂwanmən,0.59375
opinion,líng jiàn,əpɪnjən,liŋtɕjɛn,0.59375
opinion,qī xiàn,əpɪnjən,tɕʰiɕjɛn,0.59375
opinion,bù nài fán,əpɪnjən,punaɪfan,0.59375
opinion,xiàng liàn,əpɪnjən,ɕjɑŋljɛn,0.59375
opinion,háng tiān,əpɪnjən,xɑŋtʰjɛn,0.59375
saves,hail,seɪvz,heɪl,0.44999999999999996
saves,dale,seɪvz,deɪl,0.44999999999999996
saves,hale,seɪvz,heɪl,0.44999999999999996
saves,stuff,seɪvz,stəf,0.44999999999999996
saves,cells,seɪvz,sɛlz,0.44999999999999996
saves,rail,seɪvz,reɪl,0.44999999999999996
saves,shale,seɪvz,ʃeɪl,0.44999999999999996
saves,spurs,seɪvz,spərz,0.44999999999999996
saves,spends,seɪvz,spɛnz,0.44999999999999996
saves,sells,seɪvz,sɛlz,0.44999999999999996
saves,sōu,seɪvz,soʊ,0.7
saves,suàn,seɪvz,swan,0.7
saves,suān,seɪvz,swan,0.7
saves,xiān,seɪvz,ɕjɛn,0.7
saves,ài xī,seɪvz,aɪɕi,0.7
saves,sì zhī,seɪvz,sɯʈʂɨ,0.7
saves,pī fā,seɪvz,pʰifa,0.7
saves,sǒng,seɪvz,sʊŋ,0.7
saves,dào dǐ,seɪvz,tɑʊti,0.7
saves,dà yi,seɪvz,tai,0.7
powered,maori,paʊərd,maʊri,0.37499999999999994
powered,donald,paʊərd,dɑnəld,0.37499999999999994
powered,boiled,paʊərd,bɔɪld,0.37499999999999994
powered,mater,paʊərd,mɑtər,0.37499999999999994
powered,bern,paʊərd,bərn,0.37499999999999994
powered,mind,paʊərd,maɪnd,0.37499999999999994
powered,byron,paʊərd,baɪrən,0.37499999999999994
powered,miles,paʊərd,maɪəlz,0.37499999999999994
powered,pollen,paʊərd,pɑlən,0.37499999999999994
powered,howell,paʊərd,haʊəl,0.37499999999999994
powered,xiàn,paʊərd,ɕjɛn,0.6666666666666666
powered,bù dàn,paʊərd,putan,0.6666666666666666
powered,ài hù,paʊərd,aɪxu,0.6666666666666666
powered,bǐng gān,paʊərd,piŋkan,0.6666666666666666
powered,hào kè,paʊərd,xɑʊkʰɤ,0.6666666666666666
powered,hào fèi,paʊərd,xɑʊfeɪ,0.6666666666666666
powered,biǎo gé,paʊərd,pjɑʊkɤ,0.6666666666666666
powered,bù guǎn,paʊərd,pukwan,0.6666666666666666
powered,bù jǐn,paʊərd,putɕin,0.6666666666666666
powered,dá àn,paʊərd,taan,0.6666666666666666
resolutions,transformations,rɛzəluʃənz,trænsfərmeɪʃənz,0.5166666666666666
resolutions,three-dimensional,rɛzəluʃənz,θrizdɪmɛnʃənəl,0.5178571428571428
resolutions,fortifications,rɛzəluʃənz,fɔrtəfəkeɪʃənz,0.5178571428571428
resolutions,specifications,rɛzəluʃənz,spɛsəfəkeɪʃənz,0.5178571428571428
resolutions,organizational,rɛzəluʃənz,ɔrgənəzeɪʃənəl,0.5178571428571428
resolutions,demonstrations,rɛzəluʃənz,dɛmənstreɪʃənz,0.5178571428571428
resolutions,considerations,rɛzəluʃənz,kənsɪdəreɪʃənz,0.5178571428571429
resolutions,representation,rɛzəluʃənz,rɛprəzɛnteɪʃən,0.5178571428571429
resolutions,explanations,rɛzəluʃənz,ɛkspləneɪʃənz,0.5192307692307693
resolutions,longitudinal,rɛzəluʃənz,lɑnʤətudənəl,0.5208333333333334
resolutions,ān wèi,rɛzəluʃənz,anweɪ,0.7749999999999999
resolutions,shù jù,rɛzəluʃənz,ʂutɕy,0.7749999999999999
resolutions,suì,rɛzəluʃənz,sweɪ,0.7749999999999999
resolutions,liǎo bu qǐ,rɛzəluʃənz,ljɑʊputɕʰi,0.7749999999999999
resolutions,tài tai,rɛzəluʃənz,tʰaɪtʰaɪ,0.7749999999999999
resolutions,shuō fú,rɛzəluʃənz,ʂwɔfu,0.7749999999999999
resolutions,lù qǔ,rɛzəluʃənz,lutɕʰy,0.7749999999999999
resolutions,miàn ji,rɛzəluʃənz,mjɛntɕi,0.7749999999999999
resolutions,shuì,rɛzəluʃənz,ʂweɪ,0.7749999999999999
resolutions,qiàn,rɛzəluʃənz,tɕʰjɛn,0.7749999999999999
xìng zhì bó bó,exploitation,ɕiŋʈʂɨpwɔpwɔ,ɛksplɔɪteɪʃən,0.8461538461538461
xìng zhì bó bó,representatives,ɕiŋʈʂɨpwɔpwɔ,rɛprɪzɛnətɪvz,0.8461538461538461
xìng zhì bó bó,cinematography,ɕiŋʈʂɨpwɔpwɔ,sɪnɪmətɑgrəfi,0.8461538461538461
xìng zhì bó bó,civilizations,ɕiŋʈʂɨpwɔpwɔ,sɪvəlɪzeɪʃənz,0.8461538461538461
xìng zhì bó bó,deforestation,ɕiŋʈʂɨpwɔpwɔ,dɪfɔrɪsteɪʃən,0.8461538461538461
xìng zhì bó bó,explanations,ɕiŋʈʂɨpwɔpwɔ,ɛkspləneɪʃənz,0.8461538461538461
xìng zhì bó bó,semiconductor,ɕiŋʈʂɨpwɔpwɔ,sɛmɪkəndəktər,0.8461538461538461
xìng zhì bó bó,environmental,ɕiŋʈʂɨpwɔpwɔ,ɪnvaɪrənmɛnəl,0.8461538461538461
xìng zhì bó bó,circumstances,ɕiŋʈʂɨpwɔpwɔ,sərkəmstænsɪz,0.8461538461538461
xìng zhì bó bó,investigator,ɕiŋʈʂɨpwɔpwɔ,ɪnvɛstəgeɪtər,0.8461538461538463
xìng zhì bó bó,gōng fu,ɕiŋʈʂɨpwɔpwɔ,kʊŋfu,0.7499999999999999
xìng zhì bó bó,shòu bù liǎo,ɕiŋʈʂɨpwɔpwɔ,ʂoʊpuljɑʊ,0.7499999999999999
xìng zhì bó bó,yuè fù,ɕiŋʈʂɨpwɔpwɔ,ɥœfu,0.7499999999999999
xìng zhì bó bó,sān jiǎo,ɕiŋʈʂɨpwɔpwɔ,santɕjɑʊ,0.7499999999999999
xìng zhì bó bó,yào bù rán,ɕiŋʈʂɨpwɔpwɔ,jɑʊpuʐan,0.7499999999999999
xìng zhì bó bó,gōng fu,ɕiŋʈʂɨpwɔpwɔ,kʊŋfu,0.7499999999999999
xìng zhì bó bó,dǎ jiāo dào,ɕiŋʈʂɨpwɔpwɔ,tatɕjɑʊtɑʊ,0.7499999999999999
xìng zhì bó bó,xiè lù,ɕiŋʈʂɨpwɔpwɔ,ɕjɛlu,0.7499999999999999
xìng zhì bó bó,mò míng qí miào,ɕiŋʈʂɨpwɔpwɔ,mwɔmiŋtɕʰimjɑʊ,0.7499999999999999
xìng zhì bó bó,shōu jù,ɕiŋʈʂɨpwɔpwɔ,ʂoʊtɕy,0.7499999999999999
hooper,schooner,hupər,skunər,0.41666666666666663
hooper,superb,hupər,sʊpərb,0.41666666666666663
hooper,newport,hupər,nupɔrt,0.41666666666666663
hooper,newborn,hupər,nubɔrn,0.41666666666666663
hooper,javier,hupər,hɑviɛr,0.41666666666666663
hooper,happily,hupər,hæpəli,0.41666666666666663
hooper,pupil,hupər,pjupəl,0.41666666666666663
hooper,humble,hupər,həmbəl,0.41666666666666663
hooper,jubilee,hupər,ʤubəli,0.41666666666666663
hooper,sober,hupər,soʊbər,0.41666666666666663
hooper,sù shí,hupər,suʂɨ,0.7
hooper,huí,hupər,xweɪ,0.7
hooper,sù sòng,hupər,susʊŋ,0.7
hooper,shū jí,hupər,ʂutɕi,0.7
hooper,sū xǐng,hupər,suɕiŋ,0.7
hooper,sù shè,hupər,suʂɤ,0.7
hooper,dū shì,hupər,tuʂɨ,0.7
hooper,dī bà,hupər,tipa,0.7
hooper,dǎ ban,hupər,tapan,0.7
hooper,huì,hupər,xweɪ,0.7
war's,wants,wɔrz,wɔnts,0.45000000000000007
war's,worked,wɔrz,wərkt,0.45000000000000007
war's,jewels,wɔrz,ʤuəlz,0.45000000000000007
war's,hours,wɔrz,aʊərz,0.45000000000000007
war's,rumors,wɔrz,rumərz,0.45833333333333326
war's,rulers,wɔrz,rulərz,0.45833333333333326
war's,shooters,wɔrz,ʃutərz,0.45833333333333326
war's,cooper's,wɔrz,kupərz,0.45833333333333326
war's,user's,wɔrz,juzərz,0.45833333333333326
war's,viewers,wɔrz,vjuərz,0.45833333333333326
war's,shòu shāng,wɔrz,ʂoʊʂɑŋ,0.75
war's,suǒ,wɔrz,swɔ,0.75
war's,tè shū,wɔrz,tʰɤʂu,0.75
war's,tóu zī,wɔrz,tʰoʊtsɯ,0.75
war's,zuǒ bian,wɔrz,tswɔpjɛn,0.75
war's,shēng shì,wɔrz,ʂɤŋʂɨ,0.75
war's,wéi hù,wɔrz,weɪxu,0.75
war's,shǒu xù,wɔrz,ʂoʊɕy,0.75
war's,wěi ba,wɔrz,weɪpa,0.75
war's,wěi qu,wɔrz,weɪtɕʰy,0.75
potts,bias,pɑts,baɪəs,0.4
potts,rights,pɑts,raɪts,0.4
potts,props,pɑts,prɑps,0.4
potts,patton,pɑts,pætən,0.4
potts,rites,pɑts,raɪts,0.4
potts,lights,pɑts,laɪts,0.4
potts,baton,pɑts,bætɑn,0.4
potts,casts,pɑts,kæsts,0.4
potts,price,pɑts,praɪs,0.4
potts,marty,pɑts,mɑrti,0.4
potts,shí zài,pɑts,ʂɨtsaɪ,0.6249999999999999
potts,biǎn dī,pɑts,pjɛnti,0.6249999999999999
potts,yuán zé,pɑts,ɥœntsɤ,0.6249999999999999
potts,bó dòu,pɑts,pwɔtoʊ,0.6249999999999999
potts,dà jiā,pɑts,tatɕja,0.6249999999999999
potts,pá shān,pɑts,pʰaʂan,0.6249999999999999
potts,bù jǐn,pɑts,putɕin,0.6249999999999999
potts,shàng jí,pɑts,ʂɑŋtɕi,0.6249999999999999
potts,yā jīn,pɑts,jatɕin,0.6249999999999999
potts,yà jūn,pɑts,jatɕyn,0.6249999999999999
sad,stopped,sæd,stɑpt,0.45000000000000007
sad,snapped,sæd,snæpt,0.45000000000000007
sad,staffed,sæd,stæft,0.45000000000000007
sad,thin,sæd,θɪn,0.49999999999999994
sad,thigh,sæd,θaɪ,0.49999999999999994
sad,guard,sæd,gɑrd,0.5
sad,raf,sæd,ræf,0.5
sad,facades,sæd,fəsɑdz,0.5
sad,lap,sæd,læp,0.5
sad,rani,sæd,rɑni,0.5
sad,zì mǎn,sæd,tsɯman,0.5416666666666666
sad,zhàn shù,sæd,ʈʂanʂu,0.5416666666666666
sad,chuàn,sæd,ʈʂʰwan,0.5416666666666666
sad,suàn shù,sæd,swanʂu,0.5416666666666666
sad,shān zi,sæd,ʂantsɯ,0.5416666666666666
sad,zhǔ bàn,sæd,ʈʂupan,0.5416666666666666
sad,cuàn,sæd,tsʰwan,0.5416666666666666
sad,zào yīn,sæd,tsɑʊin,0.5416666666666666
sad,zhǎn shì,sæd,ʈʂanʂɨ,0.5416666666666666
sad,zì rán,sæd,tsɯʐan,0.5416666666666666
jiāo huàn,distinguishing,tɕjɑʊxwan,dɪstɪŋgwɪʃɪŋ,0.7291666666666666
jiāo huàn,duplication,tɕjɑʊxwan,djupləkeɪʃən,0.7291666666666666
jiāo huàn,technological,tɕjɑʊxwan,tɛknəlɑʤɪkəl,0.7291666666666666
jiāo huàn,aristocratic,tɕjɑʊxwan,ərɪstəkrætɪk,0.7291666666666666
jiāo huàn,skyscraper,tɕjɑʊxwan,skaɪskreɪpər,0.7291666666666666
jiāo huàn,humiliation,tɕjɑʊxwan,hjumɪlieɪʃən,0.7291666666666666
jiāo huàn,antibiotics,tɕjɑʊxwan,æntibaɪɑtɪks,0.7291666666666666
jiāo huàn,motorcycle,tɕjɑʊxwan,moʊtərsaɪkəl,0.7291666666666666
jiāo huàn,synthesizers,tɕjɑʊxwan,sɪnθəsaɪzərz,0.7291666666666666
jiāo huàn,undesirable,tɕjɑʊxwan,əndɪzaɪrəbəl,0.7291666666666666
jiāo huàn,xiǎo huǒ zi,tɕjɑʊxwan,ɕjɑʊxwɔtsɯ,0.45
jiāo huàn,xié huì,tɕjɑʊxwan,ɕjɛxweɪ,0.4722222222222222
jiāo huàn,yī guàn,tɕjɑʊxwan,ikwan,0.4722222222222222
jiāo huàn,zhōng duàn,tɕjɑʊxwan,ʈʂʊŋtwan,0.4722222222222222
jiāo huàn,zhēng duān,tɕjɑʊxwan,ʈʂɤŋtwan,0.4722222222222222
jiāo huàn,jié hé,tɕjɑʊxwan,tɕjɛxɤ,0.4722222222222222
jiāo huàn,xiào lǜ,tɕjɑʊxwan,ɕjɑʊly,0.4722222222222222
jiāo huàn,tiào wǔ,tɕjɑʊxwan,tʰjɑʊu,0.4722222222222222
jiāo huàn,diāo sù,tɕjɑʊxwan,tjɑʊsu,0.4722222222222222
jiāo huàn,liáo kuò,tɕjɑʊxwan,ljɑʊkʰwɔ,0.4722222222222222
states,statistics,steɪts,stətɪstɪks,0.44999999999999996
states,stylistic,steɪts,staɪlɪstɪk,0.45
states,strikeouts,steɪts,straɪkaʊts,0.45
states,celebrates,steɪts,sɛləbreɪts,0.45
states,magistrates,steɪts,mæʤɪstreɪts,0.45454545454545453
states,constraints,steɪts,kənstreɪnts,0.45454545454545453
states,facilitates,steɪts,fəsɪləteɪts,0.45454545454545453
states,starred,steɪts,stɑrd,0.45833333333333326
states,nails,steɪts,neɪlz,0.45833333333333326
states,signs,steɪts,saɪnz,0.45833333333333326
states,yā suì qián,steɪts,jasweɪtɕʰjɛn,0.6458333333333333
states,chuī niú,steɪts,ʈʂʰweɪnjoʊ,0.6499999999999999
states,yǔ rì jù zēng,steɪts,yʐɨtɕytsɤŋ,0.6499999999999999
states,chén jiù,steɪts,ʈʂʰəntɕjoʊ,0.6499999999999999
states,xiǎo huǒ zi,steɪts,ɕjɑʊxwɔtsɯ,0.65
states,táo qì,steɪts,tʰɑʊtɕʰi,0.65625
states,tiāo ti,steɪts,tʰjɑʊtʰi,0.65625
states,jìng zhēng,steɪts,tɕiŋʈʂɤŋ,0.65625
states,zhōu qī,steɪts,ʈʂoʊtɕʰi,0.65625
states,biān cè,steɪts,pjɛntsʰɤ,0.65625
kinds,bans,kaɪnz,bænz,0.4
kinds,kings,kaɪnz,kɪŋz,0.4
kinds,cowan,kaɪnz,kaʊən,0.4
kinds,rhine,kaɪnz,raɪn,0.4
kinds,cords,kaɪnz,kɔrdz,0.4
kinds,barns,kaɪnz,bɑrnz,0.4
kinds,sans,kaɪnz,sænz,0.4
kinds,sine,kaɪnz,saɪn,0.4
kinds,cries,kaɪnz,kraɪz,0.4
kinds,kate,kaɪnz,keɪt,0.4
kinds,hé xīn,kaɪnz,xɤɕin,0.6000000000000001
kinds,hé yǐng,kaɪnz,xɤiŋ,0.6000000000000001
kinds,bǎo mì,kaɪnz,pɑʊmi,0.6000000000000001
kinds,nèi mù,kaɪnz,neɪmu,0.6000000000000001
kinds,ào mì,kaɪnz,ɑʊmi,0.6000000000000001
kinds,bǎo mǔ,kaɪnz,pɑʊmu,0.6000000000000001
kinds,hé mù,kaɪnz,xɤmu,0.6000000000000001
kinds,gùn bàng,kaɪnz,kwənpɑŋ,0.6071428571428571
kinds,jiǎo nà,kaɪnz,tɕjɑʊna,0.6071428571428571
kinds,hǎo xiàng,kaɪnz,xɑʊɕjɑŋ,0.6071428571428571
unfavorable,investigators,ənfeɪvərəbəl,ɪnvɛstəgeɪtərz,0.5178571428571428
unfavorable,considerations,ənfeɪvərəbəl,kənsɪdəreɪʃənz,0.5178571428571428
unfavorable,incarceration,ənfeɪvərəbəl,ɪnkɑrsəreɪʃən,0.5192307692307692
unfavorable,incorporating,ənfeɪvərəbəl,ɪnkɔrpəreɪtɪŋ,0.5192307692307692
unfavorable,consideration,ənfeɪvərəbəl,kənsɪdəreɪʃən,0.5192307692307692
unfavorable,internationals,ənfeɪvərəbəl,ɪntərnæʃənəlz,0.5192307692307693
unfavorable,recognizable,ənfeɪvərəbəl,rɛkəgnaɪzəbəl,0.5192307692307693
unfavorable,amplification,ənfeɪvərəbəl,æmpləfəkeɪʃən,0.5192307692307693
unfavorable,investigated,ənfeɪvərəbəl,ɪnvɛstəgeɪtɪd,0.5192307692307693
unfavorable,indicator,ənfeɪvərəbəl,ɪndəkeɪtər,0.5208333333333333
unfavorable,gōng bù yìng qiú,ənfeɪvərəbəl,kʊŋpuiŋtɕʰjoʊ,0.8461538461538461
unfavorable,lì jiāo qiáo,ənfeɪvərəbəl,litɕjɑʊtɕʰjɑʊ,0.8461538461538463
unfavorable,qià dào hǎo chù,ənfeɪvərəbəl,tɕʰjatɑʊxɑʊʈʂʰu,0.85
unfavorable,xiāng fǔ xiāng chéng,ənfeɪvərəbəl,ɕjɑŋfuɕjɑŋʈʂʰɤŋ,0.8500000000000001
unfavorable,zhēng xiān kǒng hòu,ənfeɪvərəbəl,ʈʂɤŋɕjɛnkʰʊŋxoʊ,0.8500000000000001
unfavorable,céng chū bù qióng,ənfeɪvərəbəl,tsʰɤŋʈʂʰuputɕʰjʊŋ,0.8529411764705883
unfavorable,xuē ruò,ənfeɪvərəbəl,ɕɥœʐwɔ,0.8541666666666666
unfavorable,fú hào,ənfeɪvərəbəl,fuxɑʊ,0.8541666666666666
unfavorable,fú lì,ənfeɪvərəbəl,fuli,0.8541666666666666
unfavorable,tái,ənfeɪvərəbəl,tʰaɪ,0.8541666666666666
rana,sonnet,rænə,sɑnɪt,0.4
rana,magna,rænə,mægnə,0.4
rana,grant,rænə,grænt,0.4
rana,brand,rænə,brænd,0.4
rana,banner,rænə,bænər,0.4
rana,rapid,rænə,ræpɪd,0.4
rana,rene,rænə,rəneɪ,0.4
rana,china,rænə,ʧaɪnə,0.4
rana,rocket,rænə,rɑkət,0.4
rana,saddam,rænə,sɑdəm,0.4
rana,dān chún,rænə,tanʈʂʰwən,0.6388888888888888
rana,gān zào,rænə,kantsɑʊ,0.6428571428571428
rana,pán zi,rænə,pʰantsɯ,0.6428571428571428
rana,guǎn zi,rænə,kwantsɯ,0.6428571428571428
rana,xiǎo mài,rænə,ɕjɑʊmaɪ,0.6428571428571428
rana,mán tou,rænə,mantʰoʊ,0.6428571428571428
rana,xiāo miè,rænə,ɕjɑʊmjɛ,0.6428571428571429
rana,zhān yǎng,rænə,ʈʂanjɑŋ,0.6428571428571429
rana,zhǎn wàng,rænə,ʈʂanwɑŋ,0.6428571428571429
rana,zhǎn xīn,rænə,ʈʂanɕin,0.6428571428571429
curry,coli,kəri,koʊli,0.4
curry,casey,kəri,keɪsi,0.4
curry,murphy,kəri,mərfi,0.4
curry,every,kəri,ɛvəri,0.4
curry,crawley,kəri,krɔli,0.4
curry,emory,kəri,ɛməri,0.4
curry,camille,kəri,kəmil,0.4
curry,karen,kəri,kɛrən,0.4
curry,karan,kəri,kɛrən,0.4
curry,curves,kəri,kərvz,0.4
curry,xī hóng shì,kəri,ɕixʊŋʂɨ,0.6428571428571428
curry,gào jiè,kəri,kɑʊtɕjɛ,0.6428571428571428
curry,hǎo xiàng,kəri,xɑʊɕjɑŋ,0.6428571428571428
curry,gōu jié,kəri,koʊtɕjɛ,0.6428571428571428
curry,kòng zhì,kəri,kʰʊŋʈʂɨ,0.6428571428571428
curry,huǐ miè,kəri,xweɪmjɛ,0.6428571428571428
curry,gōng jīn,kəri,kʊŋtɕin,0.6428571428571428
curry,gài niàn,kəri,kaɪnjɛn,0.6428571428571428
curry,gōng jìng,kəri,kʊŋtɕiŋ,0.6428571428571428
curry,gǎi biàn,kəri,kaɪpjɛn,0.6428571428571428
diplomats,popularized,dɪpləmæts,pɑpjələraɪzd,0.5625
diplomats,coordinates,dɪpləmæts,koʊɔrdəneɪts,0.5625
diplomats,duplication,dɪpləmæts,djupləkeɪʃən,0.5625
diplomats,internationale,dɪpləmæts,ɪnərnæʃənɑli,0.5625
diplomats,internationally,dɪpləmæts,ɪnərnæʃənɑli,0.5625
diplomats,availability,dɪpləmæts,əveɪləbɪlɪti,0.5625
diplomats,personalities,dɪpləmæts,pərsənælɪtiz,0.5625
diplomats,stipulated,dɪpləmæts,stɪpjəleɪtɪd,0.5625
diplomats,philanthropist,dɪpləmæts,fɪlænθrəpɪst,0.5625
diplomats,publications,dɪpləmæts,pəblɪkeɪʃənz,0.5625
diplomats,dé tiān dú hòu,dɪpləmæts,tɤtʰjɛntuxoʊ,0.8125
diplomats,wú qióng wú jìn,dɪpləmæts,utɕʰjʊŋutɕin,0.8125
diplomats,jǔ zú qīng zhòng,dɪpləmæts,tɕytsutɕʰiŋʈʂʊŋ,0.8166666666666667
diplomats,kāi wán xiào,dɪpləmæts,kʰaɪwanɕjɑʊ,0.8181818181818182
diplomats,dá lán qiú,dɪpləmæts,talantɕʰjoʊ,0.8181818181818182
diplomats,jiàn quán,dɪpləmæts,tɕjɛntɕʰɥœn,0.8181818181818182
diplomats,shuāng bāo tāi,dɪpləmæts,ʂwɑŋpɑʊtʰaɪ,0.8181818181818182
diplomats,wèi shēng jiān,dɪpləmæts,weɪʂɤŋtɕjɛn,0.8181818181818182
diplomats,jù jīng huì shén,dɪpləmæts,tɕytɕiŋxweɪʂən,0.8214285714285714
diplomats,céng chū bù qióng,dɪpləmæts,tsʰɤŋʈʂʰuputɕʰjʊŋ,0.8235294117647058
explanation,interpretations,ɛkspləneɪʃən,ɪntərprɪteɪʃənz,0.43333333333333335
explanation,electrification,ɛkspləneɪʃən,ɪlɛktrəfɪkeɪʃən,0.43333333333333335
explanation,reproduction,ɛkspləneɪʃən,riprədəkʃən,0.43749999999999994
explanation,contention,ɛkspləneɪʃən,kəntɛnʃən,0.4375
explanation,evaluation,ɛkspləneɪʃən,ɪvæljueɪʃən,0.4375
explanation,creation,ɛkspləneɪʃən,krieɪʃən,0.4375
explanation,adaptation,ɛkspləneɪʃən,ædəpteɪʃən,0.4375
explanation,federation,ɛkspləneɪʃən,fɛdəreɪʃən,0.4375
explanation,congregation,ɛkspləneɪʃən,kɑŋgrəgeɪʃən,0.4375
explanation,detonated,ɛkspləneɪʃən,dɛtəneɪtəd,0.4375
explanation,kuàng quán shuǐ,ɛkspləneɪʃən,kʰwɑŋtɕʰɥœnʂweɪ,0.7833333333333333
explanation,qiān fāng bǎi jì,ɛkspləneɪʃən,tɕʰjɛnfɑŋpaɪtɕi,0.7833333333333333
explanation,jīn jīn yǒu wèi,ɛkspləneɪʃən,tɕintɕinyoʊweɪ,0.7857142857142857
explanation,huà shé tiān zú,ɛkspləneɪʃən,xwaʂɤtʰjɛntsu,0.7884615384615384
explanation,kǔ jìn gān lái,ɛkspləneɪʃən,kʰutɕinkanlaɪ,0.7884615384615385
explanation,jǐn xiù qián chéng,ɛkspləneɪʃən,tɕinɕjoʊtɕʰjɛnʈʂʰɤŋ,0.7894736842105263
explanation,yī dàn,ɛkspləneɪʃən,itan,0.7916666666666666
explanation,dà gài,ɛkspləneɪʃən,takaɪ,0.7916666666666666
explanation,nán dé,ɛkspləneɪʃən,nantɤ,0.7916666666666666
explanation,ài bù shì shǒu,ɛkspləneɪʃən,aɪpuʂɨʂoʊ,0.7916666666666666
bù zhòu,oboe,puʈʂoʊ,oʊboʊ,0.6249999999999999
bù zhòu,prone,puʈʂoʊ,proʊn,0.6249999999999999
bù zhòu,nico,puʈʂoʊ,nikoʊ,0.6249999999999999
bù zhòu,though,puʈʂoʊ,ðoʊ,0.6249999999999999
bù zhòu,burroughs,puʈʂoʊ,bəroʊz,0.6249999999999999
bù zhòu,santo,puʈʂoʊ,sæntoʊ,0.6249999999999999
bù zhòu,stone,puʈʂoʊ,stoʊn,0.6249999999999999
bù zhòu,demo,puʈʂoʊ,dɛmoʊ,0.6249999999999999
bù zhòu,hollow,puʈʂoʊ,hɑloʊ,0.6249999999999999
bù zhòu,cato,puʈʂoʊ,keɪtoʊ,0.6249999999999999
bù zhòu,féi zào,puʈʂoʊ,feɪtsɑʊ,0.5357142857142857
bù zhòu,fǎn zhèng,puʈʂoʊ,fanʈʂɤŋ,0.5357142857142857
bù zhòu,bēn chí,puʈʂoʊ,pənʈʂʰɨ,0.5357142857142857
bù zhòu,tū chū,puʈʂoʊ,tʰuʈʂʰu,0.5357142857142857
bù zhòu,xiōng shǒu,puʈʂoʊ,ɕjʊŋʂoʊ,0.5357142857142857
bù zhòu,bèn zhuō,puʈʂoʊ,pənʈʂwɔ,0.5357142857142857
bù zhòu,fù jiàn,puʈʂoʊ,futɕjɛn,0.5357142857142857
bù zhòu,mǔ qīn,puʈʂoʊ,mutɕʰin,0.5357142857142857
bù zhòu,bǎo zhàng,puʈʂoʊ,pɑʊʈʂɑŋ,0.5357142857142857
bù zhòu,hào zhào,puʈʂoʊ,xɑʊʈʂɑʊ,0.5357142857142857
swings,buildings,swɪŋz,bɪldɪŋz,0.5357142857142857
swings,blessings,swɪŋz,blɛsɪŋz,0.5357142857142857
swings,carvings,swɪŋz,kɑrvɪŋz,0.5357142857142857
swings,writings,swɪŋz,raɪtɪŋz,0.5357142857142857
swings,liquids,swɪŋz,lɪkwɪdz,0.5357142857142857
swings,crossings,swɪŋz,krɔsɪŋz,0.5357142857142857
swings,ratings,swɪŋz,reɪtɪŋz,0.5357142857142857
swings,mornings,swɪŋz,mɔrnɪŋz,0.5357142857142857
swings,markings,swɪŋz,mɑrkɪŋz,0.5357142857142857
swings,building's,swɪŋz,bɪldɪŋz,0.5357142857142857
swings,xiǎng,swɪŋz,ɕjɑŋ,0.7
swings,shū shu,swɪŋz,ʂuʂu,0.7
swings,shù zì,swɪŋz,ʂutsɯ,0.7
swings,sī lìng,swɪŋz,sɯliŋ,0.7
swings,lì yòng,swɪŋz,liyʊŋ,0.7
swings,chún jié,swɪŋz,ʈʂʰwəntɕjɛ,0.7
swings,sī zì,swɪŋz,sɯtsɯ,0.7
swings,sì zhī,swɪŋz,sɯʈʂɨ,0.7
swings,dài,swɪŋz,taɪ,0.7
swings,shū fu,swɪŋz,ʂufu,0.7
dí rén,linn,tiʐən,lɪn,0.5
dí rén,dotted,tiʐən,dɑtɪd,0.5
dí rén,pollen,tiʐən,pɑlən,0.5
dí rén,desmond,tiʐən,dɛzmənd,0.5
dí rén,seating,tiʐən,sitɪŋ,0.5
dí rén,levin,tiʐən,lɛvɪn,0.5
dí rén,steamer,tiʐən,stimər,0.5
dí rén,urine,tiʐən,jʊrən,0.5
dí rén,lesbian,tiʐən,lɛzbiən,0.5
dí rén,ticket,tiʐən,tɪkɪt,0.5
dí rén,jī jīn,tiʐən,tɕitɕin,0.49999999999999994
dí rén,zhōng shēn,tiʐən,ʈʂʊŋʂən,0.49999999999999994
dí rén,jīng xīn,tiʐən,tɕiŋɕin,0.49999999999999994
dí rén,zì diǎn,tiʐən,tsɯtjɛn,0.49999999999999994
dí rén,líng hún,tiʐən,liŋxwən,0.49999999999999994
dí rén,diàn yuán,tiʐən,tjɛnɥœn,0.49999999999999994
dí rén,jiè yān,tiʐən,tɕjɛjɛn,0.49999999999999994
